experiment_id,dataset_name,seed,data_fraction,n_samples,n_features,model_family,params,train_time_s,roc_auc,emissions_kg
237,penguins_adelie,814638,0.9220431753753855,315,4,mlp,"{'hidden_layer_sizes': (122, 138), 'max_iter': 88, 'activation': 'relu', 'solver': 'adam'}",0.17512965202331543,1.0,3.7200013947424385e-06
238,penguins_adelie,185179,0.6497365869900578,222,4,mlp,"{'hidden_layer_sizes': (160,), 'max_iter': 121, 'activation': 'relu', 'solver': 'adam'}",0.09342741966247559,0.998,1.8327349358257864e-06
239,penguins_adelie,652922,0.9642795425502488,329,4,mlp,"{'hidden_layer_sizes': (29,), 'max_iter': 114, 'activation': 'relu', 'solver': 'adam'}",0.06429934501647949,1.0,1.3177134822926227e-06
240,penguins_adelie,35842,0.9678196178633762,330,4,mlp,"{'hidden_layer_sizes': (107, 188, 92), 'max_iter': 71, 'activation': 'relu', 'solver': 'adam'}",0.23377656936645508,1.0,5.343124185728122e-06
241,tips_high_tip,41079,0.3968532892039508,96,2,log_reg,"{'C': 0.025823240294206712, 'max_iter': 376, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.82,1.1228313244232347e-07
242,tips_high_tip,455117,0.6128702410056899,149,2,log_reg,"{'C': 0.018286127167931425, 'max_iter': 791, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.9066666666666667,1.1020104522248829e-07
243,tips_high_tip,50960,0.28928029459938137,70,2,log_reg,"{'C': 0.17794254434344683, 'max_iter': 228, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0033333301544189453,0.8775510204081631,1.2654281982772947e-07
244,tips_high_tip,60528,0.7585517804879307,185,2,log_reg,"{'C': 0.3451576567706155, 'max_iter': 667, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.7748538011695906,1.0235670618904056e-07
245,tips_high_tip,302071,0.515300621742478,125,2,log_reg,"{'C': 0.06731039917679611, 'max_iter': 787, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.020898818969726562,0.7628205128205128,2.4822776664425325e-07
246,tips_high_tip,1660,0.28965629679895805,70,2,log_reg,"{'C': 0.46391512526411555, 'max_iter': 291, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.8979591836734694,9.817918064481133e-08
247,tips_high_tip,1233,0.6065338846503001,147,2,log_reg,"{'C': 28.252589212855774, 'max_iter': 297, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.005606412887573242,0.768888888888889,1.6835311850805243e-07
248,tips_high_tip,333094,0.5450616161171598,132,2,log_reg,"{'C': 0.9078373074143251, 'max_iter': 217, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.6593406593406593,9.892678954391256e-08
249,tips_high_tip,841203,0.40827883473220006,99,2,log_reg,"{'C': 13.253315911252816, 'max_iter': 480, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.007745981216430664,0.92,2.235894819699292e-07
250,tips_high_tip,242482,0.5838907204408521,142,2,log_reg,"{'C': 0.19496729392119308, 'max_iter': 559, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.842857142857143,1.3008243272770058e-07
251,tips_high_tip,228252,0.4645885936438934,113,2,log_reg,"{'C': 5.4079595012963955, 'max_iter': 400, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.7575757575757576,9.784924729959845e-08
252,tips_high_tip,48569,0.568615684191653,138,2,log_reg,"{'C': 52.666986591306404, 'max_iter': 490, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.8724489795918368,1.075370122443132e-07
253,tips_high_tip,150454,0.2378992160043855,58,2,log_reg,"{'C': 7.018303846494079, 'max_iter': 315, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.006994724273681641,1.0,2.389157539695781e-07
254,tips_high_tip,918823,0.20740782545689873,50,2,log_reg,"{'C': 0.035712601404483714, 'max_iter': 212, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.76,9.941951973833959e-08
255,tips_high_tip,31283,0.2885035740497626,70,2,log_reg,"{'C': 0.05666147805923136, 'max_iter': 690, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.01707315444946289,0.7755102040816326,2.4105509884514086e-07
256,tips_high_tip,241638,0.6553696403445415,159,2,log_reg,"{'C': 3.02410695163712, 'max_iter': 485, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.012268543243408203,0.8203125,2.386080328373378e-07
257,tips_high_tip,849435,0.20379311432949915,50,2,log_reg,"{'C': 2.2949938763610813, 'max_iter': 613, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.76,1.5553510581902753e-07
258,tips_high_tip,619119,0.3301947888839661,80,2,log_reg,"{'C': 25.910621925981122, 'max_iter': 520, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.014657258987426758,0.6875,2.702629524275688e-07
259,tips_high_tip,855491,0.4034107870033259,98,2,log_reg,"{'C': 12.352348969702062, 'max_iter': 798, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.8500000000000001,1.0437510226034249e-07
260,tips_high_tip,454457,0.6827395634666572,166,2,log_reg,"{'C': 47.33416535714311, 'max_iter': 534, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.8477508650519031,9.321672227238809e-08
261,tips_high_tip,361536,0.8505274766560904,207,2,log_reg,"{'C': 86.81567264018271, 'max_iter': 247, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.7981859410430838,1.0186680760991294e-07
262,tips_high_tip,799213,0.680587135090114,166,2,log_reg,"{'C': 0.18775714434013513, 'max_iter': 529, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.017651796340942383,0.7508650519031141,1.7961178117703238e-07
263,tips_high_tip,414026,0.45410850749084936,110,2,log_reg,"{'C': 0.07335382771166361, 'max_iter': 509, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.9421487603305785,1.3287212022679083e-07
264,tips_high_tip,29834,0.4771829243257448,116,2,log_reg,"{'C': 0.02053210952771743, 'max_iter': 717, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.013277053833007812,0.6944444444444444,2.4376086873303574e-07
265,tips_high_tip,165487,0.7801466566806952,190,2,log_reg,"{'C': 0.01191616728075345, 'max_iter': 621, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.008407831192016602,0.9307479224376731,2.1994399850425467e-07
266,tips_high_tip,738580,0.453722536903983,110,2,log_reg,"{'C': 6.797746152443895, 'max_iter': 381, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.007353067398071289,0.743801652892562,2.282127411612614e-07
267,tips_high_tip,593830,0.30082107339730124,73,2,log_reg,"{'C': 36.31431266121352, 'max_iter': 288, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.007021427154541016,0.8214285714285715,2.4282439081305696e-07
268,tips_high_tip,693095,0.3383551491536625,82,2,log_reg,"{'C': 0.03757289387376353, 'max_iter': 602, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.01814723014831543,0.8611111111111112,2.059717709623434e-07
269,tips_high_tip,991774,0.2032060837866716,50,2,log_reg,"{'C': 1.069475417035252, 'max_iter': 272, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.6399999999999999,1.1370969272554292e-07
270,tips_high_tip,993084,0.6677110673073324,162,2,log_reg,"{'C': 0.011649819796383413, 'max_iter': 532, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.00927281379699707,0.7904411764705883,2.6255011638529425e-07
271,tips_high_tip,897302,0.9043042401021537,220,2,log_reg,"{'C': 0.03218399129330321, 'max_iter': 544, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.02037525177001953,0.8987603305785125,2.468210617450349e-07
272,tips_high_tip,621792,0.4185497532007011,102,2,log_reg,"{'C': 1.3957307683076083, 'max_iter': 299, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.8181818181818181,1.486118373423188e-07
273,tips_high_tip,594567,0.43580415456221044,106,2,log_reg,"{'C': 0.015924975962996347, 'max_iter': 468, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.8842975206611571,1.0245257588943913e-07
274,tips_high_tip,836245,0.21452843513149125,52,2,log_reg,"{'C': 4.513195917716244, 'max_iter': 787, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.005908489227294922,0.9,1.1636100093353267e-07
275,tips_high_tip,231280,0.8991107983230411,219,2,log_reg,"{'C': 2.414655056468064, 'max_iter': 293, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0020132064819335938,0.8264462809917356,1.0498966443309327e-07
276,tips_high_tip,610770,0.6428326720716893,156,2,log_reg,"{'C': 0.10343273920690305, 'max_iter': 572, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.010228395462036133,0.69140625,1.1356995281982041e-07
277,tips_high_tip,677620,0.7806157077723472,190,2,log_reg,"{'C': 0.3842961204893508, 'max_iter': 651, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.7617728531855956,1.1569491976719447e-07
278,tips_high_tip,758422,0.9867336607943502,240,2,log_reg,"{'C': 1.8524699905824784, 'max_iter': 360, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.003701925277709961,0.8003472222222222,1.1428670869873391e-07
279,tips_high_tip,514583,0.2099759023529706,51,2,log_reg,"{'C': 0.4754332502610752, 'max_iter': 755, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0,0.9,1.0678447640694018e-07
280,tips_high_tip,520230,0.5263691442884522,128,2,log_reg,"{'C': 15.279678813267038, 'max_iter': 415, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.010197162628173828,0.9230769230769231,1.2565212566401247e-07
281,tips_high_tip,772216,0.5160057920324452,125,2,random_forest,"{'n_estimators': 471, 'max_depth': 4, 'n_jobs': -1}",0.5312480926513672,0.7756410256410257,1.1905914764456968e-05
282,tips_high_tip,682581,0.3194993250945206,77,2,random_forest,"{'n_estimators': 447, 'max_depth': 5, 'n_jobs': -1}",0.4672815799713135,0.921875,1.0381214189683484e-05
283,tips_high_tip,265385,0.3596335943195923,87,2,random_forest,"{'n_estimators': 192, 'max_depth': 20, 'n_jobs': -1}",0.2294759750366211,0.7160493827160495,4.878003164035838e-06
284,tips_high_tip,858982,0.930066195313545,226,2,random_forest,"{'n_estimators': 105, 'max_depth': 19, 'n_jobs': -1}",0.1330406665802002,0.7750472589792061,2.8921510662371232e-06
285,tips_high_tip,342639,0.786795923650264,191,2,random_forest,"{'n_estimators': 137, 'max_depth': 6, 'n_jobs': -1}",0.16786670684814453,0.8710526315789473,3.5278204839722005e-06
286,tips_high_tip,878365,0.5032421560298441,122,2,random_forest,"{'n_estimators': 245, 'max_depth': 14, 'n_jobs': -1}",0.2626464366912842,0.7532051282051282,5.8635906791392715e-06
287,tips_high_tip,88772,0.7849087813222364,191,2,random_forest,"{'n_estimators': 218, 'max_depth': 12, 'n_jobs': -1}",0.2591276168823242,0.7355263157894737,5.801703246284411e-06
288,tips_high_tip,782960,0.6559470549132211,160,2,random_forest,"{'n_estimators': 376, 'max_depth': 12, 'n_jobs': -1}",0.42083024978637695,0.759765625,9.361662405849758e-06
289,tips_high_tip,778677,0.8924580314568227,217,2,random_forest,"{'n_estimators': 233, 'max_depth': 4, 'n_jobs': -1}",0.2863945960998535,0.8068181818181818,6.1240204263693745e-06
290,tips_high_tip,798097,0.2798899817285836,68,2,random_forest,"{'n_estimators': 454, 'max_depth': 18, 'n_jobs': -1}",0.5146491527557373,0.7346938775510203,1.1600171989551204e-05
291,tips_high_tip,431024,0.21851207566555716,53,2,random_forest,"{'n_estimators': 21, 'max_depth': 6, 'n_jobs': -1}",0.0522608757019043,0.5833333333333334,9.840430951773104e-07
292,tips_high_tip,979224,0.5017157442845446,122,2,random_forest,"{'n_estimators': 377, 'max_depth': 6, 'n_jobs': -1}",0.45625925064086914,0.8974358974358974,1.0258165713749096e-05
293,tips_high_tip,931268,0.5157039105200658,125,2,random_forest,"{'n_estimators': 407, 'max_depth': 15, 'n_jobs': -1}",0.4289565086364746,0.7884615384615384,9.652505593070494e-06
294,tips_high_tip,319132,0.6869929031185974,167,2,random_forest,"{'n_estimators': 446, 'max_depth': 14, 'n_jobs': -1}",0.5712261199951172,0.9394463667820069,1.2770304878475384e-05
295,tips_high_tip,384675,0.6814198046941669,166,2,random_forest,"{'n_estimators': 294, 'max_depth': 13, 'n_jobs': -1}",0.33405399322509766,0.8079584775086505,7.346051217824036e-06
296,tips_high_tip,935381,0.5741122053012773,140,2,random_forest,"{'n_estimators': 216, 'max_depth': 13, 'n_jobs': -1}",0.26818275451660156,0.6326530612244898,6.034306065395669e-06
297,tips_high_tip,338037,0.5152855860744949,125,2,random_forest,"{'n_estimators': 52, 'max_depth': 6, 'n_jobs': -1}",0.08631443977355957,0.6698717948717949,1.9650854948270922e-06
298,tips_high_tip,131108,0.33029720044364397,80,2,random_forest,"{'n_estimators': 201, 'max_depth': 16, 'n_jobs': -1}",0.2416396141052246,0.6953125,5.44648231217747e-06
299,tips_high_tip,46763,0.9639187134846461,235,2,random_forest,"{'n_estimators': 168, 'max_depth': 15, 'n_jobs': -1}",0.1991419792175293,0.6956521739130435,4.2950330577788785e-06
300,tips_high_tip,243596,0.27913960408385785,68,2,random_forest,"{'n_estimators': 183, 'max_depth': 16, 'n_jobs': -1}",0.35462474822998047,0.7551020408163266,7.881962394187268e-06
301,tips_high_tip,584210,0.4224906854971903,103,2,random_forest,"{'n_estimators': 247, 'max_depth': 16, 'n_jobs': -1}",0.36632728576660156,0.6318181818181818,8.028326330712603e-06
302,tips_high_tip,202088,0.3486129078968697,85,2,random_forest,"{'n_estimators': 443, 'max_depth': 11, 'n_jobs': -1}",0.5569078922271729,0.8124999999999999,1.2559422719850429e-05
303,tips_high_tip,57046,0.4075518718836274,99,2,random_forest,"{'n_estimators': 250, 'max_depth': 12, 'n_jobs': -1}",0.3865334987640381,0.51,8.720922229998375e-06
304,tips_high_tip,45173,0.5851930722610246,142,2,random_forest,"{'n_estimators': 245, 'max_depth': 5, 'n_jobs': -1}",0.35723066329956055,0.7642857142857143,8.051372609010572e-06
305,tips_high_tip,244747,0.5964052453028947,145,2,random_forest,"{'n_estimators': 63, 'max_depth': 20, 'n_jobs': -1}",0.09398746490478516,0.6738095238095239,2.173915793410342e-06
306,tips_high_tip,110692,0.40194903243966984,98,2,random_forest,"{'n_estimators': 333, 'max_depth': 18, 'n_jobs': -1}",0.5440235137939453,0.6950000000000001,1.2278991629014767e-05
307,tips_high_tip,312687,0.9013686378116954,219,2,random_forest,"{'n_estimators': 85, 'max_depth': 8, 'n_jobs': -1}",0.15110182762145996,0.6911157024793388,3.4134230494123313e-06
308,tips_high_tip,901641,0.9876548866006034,240,2,random_forest,"{'n_estimators': 387, 'max_depth': 16, 'n_jobs': -1}",0.6801307201385498,0.6744791666666667,1.528338721460069e-05
309,tips_high_tip,354842,0.2574577124023075,62,2,random_forest,"{'n_estimators': 315, 'max_depth': 20, 'n_jobs': -1}",0.5045511722564697,0.7380952380952381,1.1345164484364223e-05
310,tips_high_tip,137793,0.4435732211808263,108,2,random_forest,"{'n_estimators': 478, 'max_depth': 10, 'n_jobs': -1}",0.7387421131134033,0.8677685950413223,1.6378860586649714e-05
311,tips_high_tip,425161,0.8766375662417141,213,2,random_forest,"{'n_estimators': 126, 'max_depth': 12, 'n_jobs': -1}",0.213714599609375,0.604978354978355,4.6358751564208534e-06
312,tips_high_tip,616756,0.633891521841764,154,2,random_forest,"{'n_estimators': 66, 'max_depth': 16, 'n_jobs': -1}",0.13547039031982422,0.8375,2.8230715117586597e-06
313,tips_high_tip,81813,0.3282496199858065,80,2,random_forest,"{'n_estimators': 270, 'max_depth': 5, 'n_jobs': -1}",0.36778712272644043,0.953125,8.240739008369354e-06
314,tips_high_tip,851933,0.6673822880489746,162,2,random_forest,"{'n_estimators': 141, 'max_depth': 4, 'n_jobs': -1}",0.24168920516967773,0.7591911764705882,5.308757245449645e-06
315,tips_high_tip,739812,0.49700210967062175,121,2,random_forest,"{'n_estimators': 272, 'max_depth': 16, 'n_jobs': -1}",0.5223493576049805,0.6217948717948718,1.1643983512582138e-05
316,tips_high_tip,404854,0.8080119773952279,197,2,random_forest,"{'n_estimators': 162, 'max_depth': 18, 'n_jobs': -1}",0.24489140510559082,0.6375,5.401795946822778e-06
317,tips_high_tip,43162,0.9532310853904793,232,2,random_forest,"{'n_estimators': 34, 'max_depth': 16, 'n_jobs': -1}",0.09893488883972168,0.7789855072463769,2.0407728346288283e-06
318,tips_high_tip,120655,0.9168976659389043,223,2,random_forest,"{'n_estimators': 119, 'max_depth': 10, 'n_jobs': -1}",0.19908356666564941,0.6561264822134387,4.3344039758423676e-06
319,tips_high_tip,384897,0.8771828288543657,214,2,random_forest,"{'n_estimators': 369, 'max_depth': 4, 'n_jobs': -1}",0.5929722785949707,0.8062770562770563,1.3096154279447529e-05
320,tips_high_tip,179492,0.5308543450479759,129,2,random_forest,"{'n_estimators': 147, 'max_depth': 14, 'n_jobs': -1}",0.20291566848754883,0.8372781065088758,4.593178429718514e-06
321,tips_high_tip,245258,0.7681961610687893,187,2,mlp,"{'hidden_layer_sizes': (95,), 'max_iter': 77, 'activation': 'relu', 'solver': 'adam'}",0.05501127243041992,0.8864265927977839,9.406310081865994e-07
322,tips_high_tip,874575,0.4714577165892488,115,2,mlp,"{'hidden_layer_sizes': (172,), 'max_iter': 136, 'activation': 'relu', 'solver': 'adam'}",0.07539558410644531,0.8030303030303031,1.5087879101720168e-06
323,tips_high_tip,333088,0.3290032502815393,80,2,mlp,"{'hidden_layer_sizes': (111, 147), 'max_iter': 87, 'activation': 'relu', 'solver': 'adam'}",0.07224702835083008,1.0,1.4528648344821058e-06
324,tips_high_tip,74315,0.8218869706621539,200,2,mlp,"{'hidden_layer_sizes': (16,), 'max_iter': 191, 'activation': 'relu', 'solver': 'adam'}",0.05037951469421387,0.9000000000000001,1.0542202325451535e-06
325,tips_high_tip,451561,0.6292544108616714,153,2,mlp,"{'hidden_layer_sizes': (72, 108, 63), 'max_iter': 124, 'activation': 'relu', 'solver': 'adam'}",0.13271594047546387,0.8458333333333333,2.9506938595382033e-06
326,tips_high_tip,131754,0.30053108229482883,73,2,mlp,"{'hidden_layer_sizes': (167, 93), 'max_iter': 104, 'activation': 'relu', 'solver': 'adam'}",0.09694457054138184,0.7857142857142858,1.9621322371342477e-06
327,tips_high_tip,482030,0.9625644199241512,234,2,mlp,"{'hidden_layer_sizes': (191,), 'max_iter': 63, 'activation': 'relu', 'solver': 'adam'}",0.05816292762756348,0.8405797101449276,1.1463517623722279e-06
328,tips_high_tip,554416,0.3661738026812314,89,2,mlp,"{'hidden_layer_sizes': (41,), 'max_iter': 106, 'activation': 'relu', 'solver': 'adam'}",0.04116487503051758,0.8641975308641975,9.196548684226728e-07
329,tips_high_tip,30054,0.29516264859216906,72,2,mlp,"{'hidden_layer_sizes': (58,), 'max_iter': 182, 'activation': 'relu', 'solver': 'adam'}",0.08333468437194824,0.8035714285714286,1.6713878247556964e-06
330,tips_high_tip,321532,0.6865033695316733,167,2,mlp,"{'hidden_layer_sizes': (185,), 'max_iter': 50, 'activation': 'relu', 'solver': 'adam'}",0.04285287857055664,0.7058823529411764,8.215946489695688e-07
331,tips_high_tip,400451,0.6255088730768545,152,2,mlp,"{'hidden_layer_sizes': (98,), 'max_iter': 196, 'activation': 'relu', 'solver': 'adam'}",0.1009361743927002,0.8041666666666667,1.997420431710768e-06
332,tips_high_tip,142553,0.7932917061852123,193,2,mlp,"{'hidden_layer_sizes': (45, 170), 'max_iter': 199, 'activation': 'relu', 'solver': 'adam'}",0.10967326164245605,0.8157894736842105,2.5171222175362955e-06
333,tips_high_tip,828745,0.4731096539053821,115,2,mlp,"{'hidden_layer_sizes': (80, 99, 170), 'max_iter': 73, 'activation': 'relu', 'solver': 'adam'}",0.08252620697021484,0.8787878787878788,2.0643583247476735e-06
334,tips_high_tip,57098,0.6981669959905665,170,2,mlp,"{'hidden_layer_sizes': (116, 19, 187), 'max_iter': 101, 'activation': 'relu', 'solver': 'adam'}",0.11192107200622559,0.7785467128027681,2.552630575526861e-06
335,tips_high_tip,827330,0.9390266528745441,229,2,mlp,"{'hidden_layer_sizes': (20, 153, 131), 'max_iter': 169, 'activation': 'relu', 'solver': 'adam'}",0.25333619117736816,0.8922495274102079,5.473102291710917e-06
336,tips_high_tip,287201,0.20184701806939362,50,2,mlp,"{'hidden_layer_sizes': (111,), 'max_iter': 116, 'activation': 'relu', 'solver': 'adam'}",0.0409243106842041,0.68,9.539851450977164e-07
337,tips_high_tip,280896,0.2496504852321242,60,2,mlp,"{'hidden_layer_sizes': (115, 199), 'max_iter': 92, 'activation': 'relu', 'solver': 'adam'}",0.07277655601501465,0.9444444444444444,1.661672553326967e-06
338,tips_high_tip,434058,0.7058262504241681,172,2,mlp,"{'hidden_layer_sizes': (97, 162), 'max_iter': 69, 'activation': 'relu', 'solver': 'adam'}",0.08816194534301758,0.9542483660130718,1.8304732443292921e-06
339,tips_high_tip,153174,0.4553251956864561,111,2,mlp,"{'hidden_layer_sizes': (104,), 'max_iter': 109, 'activation': 'relu', 'solver': 'adam'}",0.061083316802978516,0.8939393939393939,1.1717955720433914e-06
340,tips_high_tip,302900,0.6797562853727923,165,2,mlp,"{'hidden_layer_sizes': (89, 148, 147), 'max_iter': 119, 'activation': 'relu', 'solver': 'adam'}",0.1963801383972168,0.7022058823529411,4.19181901056096e-06
341,tips_high_tip,950061,0.47417091420396473,115,2,mlp,"{'hidden_layer_sizes': (23, 100), 'max_iter': 142, 'activation': 'relu', 'solver': 'adam'}",0.06982254981994629,0.8484848484848485,1.6094137527179143e-06
342,tips_high_tip,986183,0.23220299195193903,56,2,mlp,"{'hidden_layer_sizes': (43, 27), 'max_iter': 152, 'activation': 'relu', 'solver': 'adam'}",0.06125640869140625,0.9166666666666667,1.2540514622569797e-06
343,tips_high_tip,746402,0.9934461731981026,242,2,mlp,"{'hidden_layer_sizes': (198, 95, 65), 'max_iter': 184, 'activation': 'relu', 'solver': 'adam'}",0.3004183769226074,0.825,6.757374428012369e-06
344,tips_high_tip,172287,0.9580284797327938,233,2,mlp,"{'hidden_layer_sizes': (96, 111, 153), 'max_iter': 149, 'activation': 'relu', 'solver': 'adam'}",0.23371648788452148,0.8333333333333333,5.576252869130349e-06
345,tips_high_tip,734722,0.5225121632952656,127,2,mlp,"{'hidden_layer_sizes': (146,), 'max_iter': 105, 'activation': 'relu', 'solver': 'adam'}",0.060854434967041016,0.7337278106508875,1.2187836403613e-06
346,tips_high_tip,589568,0.9256690615276069,225,2,mlp,"{'hidden_layer_sizes': (180, 117, 38), 'max_iter': 158, 'activation': 'relu', 'solver': 'adam'}",0.24426960945129395,0.7924901185770751,5.5115139673686965e-06
347,tips_high_tip,647071,0.4738899466400433,115,2,mlp,"{'hidden_layer_sizes': (73, 90), 'max_iter': 78, 'activation': 'relu', 'solver': 'adam'}",0.05690717697143555,0.7803030303030303,1.2807335512739607e-06
348,tips_high_tip,125807,0.27337894324720535,66,2,mlp,"{'hidden_layer_sizes': (87, 98, 94), 'max_iter': 89, 'activation': 'relu', 'solver': 'adam'}",0.07454800605773926,0.7755102040816327,1.7512956422212187e-06
349,tips_high_tip,655517,0.7303277713680763,178,2,mlp,"{'hidden_layer_sizes': (137,), 'max_iter': 69, 'activation': 'relu', 'solver': 'adam'}",0.04672694206237793,0.8271604938271605,1.0763573547454354e-06
350,tips_high_tip,326546,0.35824787780735756,87,2,mlp,"{'hidden_layer_sizes': (13,), 'max_iter': 183, 'activation': 'relu', 'solver': 'adam'}",0.0669560432434082,0.8271604938271605,1.261555422795837e-06
351,tips_high_tip,860630,0.3973443017809179,96,2,mlp,"{'hidden_layer_sizes': (158,), 'max_iter': 191, 'activation': 'relu', 'solver': 'adam'}",0.06638002395629883,0.65,1.4516149709149824e-06
352,tips_high_tip,275152,0.31092359698673566,75,2,mlp,"{'hidden_layer_sizes': (137, 42, 34), 'max_iter': 181, 'activation': 'relu', 'solver': 'adam'}",0.11668992042541504,0.9107142857142857,2.652551872621094e-06
353,tips_high_tip,674736,0.9282615281482021,226,2,mlp,"{'hidden_layer_sizes': (64,), 'max_iter': 92, 'activation': 'relu', 'solver': 'adam'}",0.06948995590209961,0.8752362948960303,1.6089285609471006e-06
354,tips_high_tip,701391,0.9623379747884526,234,2,mlp,"{'hidden_layer_sizes': (48, 193, 113), 'max_iter': 132, 'activation': 'relu', 'solver': 'adam'}",0.288280725479126,0.8134057971014493,6.45371366776318e-06
355,tips_high_tip,307712,0.45639292934241293,111,2,mlp,"{'hidden_layer_sizes': (126, 152), 'max_iter': 88, 'activation': 'relu', 'solver': 'adam'}",0.10620379447937012,0.8712121212121212,2.439112509054803e-06
356,tips_high_tip,399676,0.7483421766088114,182,2,mlp,"{'hidden_layer_sizes': (147, 196), 'max_iter': 128, 'activation': 'relu', 'solver': 'adam'}",0.285703182220459,0.7543859649122807,6.4879234377989295e-06
357,tips_high_tip,700801,0.6881819555465967,167,2,mlp,"{'hidden_layer_sizes': (14, 112), 'max_iter': 110, 'activation': 'relu', 'solver': 'adam'}",0.08019232749938965,0.7647058823529411,1.8391134751267157e-06
358,tips_high_tip,847311,0.45777253905835064,111,2,mlp,"{'hidden_layer_sizes': (79, 94, 43), 'max_iter': 191, 'activation': 'relu', 'solver': 'adam'}",0.16745400428771973,0.7575757575757576,4.050488983843964e-06
359,tips_high_tip,442770,0.4672890135670045,114,2,mlp,"{'hidden_layer_sizes': (173, 114, 144), 'max_iter': 123, 'activation': 'relu', 'solver': 'adam'}",0.21112394332885742,0.8333333333333334,4.902399844886515e-06
360,tips_high_tip,912671,0.9390995995988052,229,2,mlp,"{'hidden_layer_sizes': (164, 56), 'max_iter': 110, 'activation': 'relu', 'solver': 'adam'}",0.1280992031097412,0.8601134215500945,2.9475636853631915e-06
361,diamonds_expensive,978204,0.7959932206237508,6367,6,log_reg,"{'C': 23.620633605259677, 'max_iter': 762, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.016566991806030273,0.9924735502219243,5.356685431259403e-07
362,diamonds_expensive,762590,0.5844861047538452,4675,6,log_reg,"{'C': 11.446399888753259, 'max_iter': 340, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.01771831512451172,0.9903548747231832,4.517983266554142e-07
363,diamonds_expensive,240226,0.7158553554874325,5726,6,log_reg,"{'C': 0.669589720935936, 'max_iter': 620, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.024872303009033203,0.9942253044964046,7.010430689394208e-07
364,diamonds_expensive,257808,0.6687690992768438,5350,6,log_reg,"{'C': 0.14364170266193352, 'max_iter': 383, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.01306772232055664,0.992285789151891,3.59130672456412e-07
365,diamonds_expensive,218856,0.852844813402265,6822,6,log_reg,"{'C': 0.43644503055666034, 'max_iter': 372, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.02519845962524414,0.9926085108392764,2.9270849467912886e-07
366,diamonds_expensive,167699,0.2060056262399999,1648,6,log_reg,"{'C': 27.687240757387485, 'max_iter': 543, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.01971721649169922,0.9933516988062443,3.839867663914468e-07
367,diamonds_expensive,797510,0.8713390929874596,6970,6,log_reg,"{'C': 0.2210649417384429, 'max_iter': 473, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.011819601058959961,0.9907000487846047,3.08885966351534e-07
368,diamonds_expensive,774335,0.29256333384754357,2340,6,log_reg,"{'C': 0.03575331213930522, 'max_iter': 620, 'solver': 'lbfgs', 'multi_class': 'auto'}",0.0064258575439453125,0.988366571699905,1.6288789020425177e-07
