method,auc_test,train_time_s,emissions_train_kg,search_time_s,emissions_search_kg,EAUG_final_only,EAUG_full
baseline_rf_20pct,0.7161634480249193,0.7124340534210205,1.6015628694374384e-05,0.0,0.0,0.0,0.0
eco_rs_fraction_0.10,0.7283333806534813,5.35812520980835,0.00012018359171270726,35.81359815597534,0.0008050974603135677,101.26118262178113,13.152687609792796
classic_random_search,0.7388602145395887,,,181.42329716682434,0.004069855513394986,5.576799087822235,5.576799087822235
